2022-05-24 22:02:43,353 [trainer.py] => config: exps/podnet.json
2022-05-24 22:02:43,354 [trainer.py] => prefix: reproduce
2022-05-24 22:02:43,354 [trainer.py] => dataset: cifar100
2022-05-24 22:02:43,354 [trainer.py] => memory_size: 2000
2022-05-24 22:02:43,354 [trainer.py] => memory_per_class: 20
2022-05-24 22:02:43,354 [trainer.py] => fixed_memory: False
2022-05-24 22:02:43,354 [trainer.py] => shuffle: True
2022-05-24 22:02:43,354 [trainer.py] => init_cls: 10
2022-05-24 22:02:43,354 [trainer.py] => increment: 10
2022-05-24 22:02:43,354 [trainer.py] => model_name: podnet
2022-05-24 22:02:43,354 [trainer.py] => convnet_type: cosine_resnet32
2022-05-24 22:02:43,354 [trainer.py] => device: [device(type='cuda', index=1)]
2022-05-24 22:02:43,354 [trainer.py] => seed: 1993
2022-05-24 22:02:45,457 [data_manager.py] => class order: [68, 56, 78, 8, 23, 84, 90, 65, 74, 76, 40, 89, 3, 92, 55, 9, 26, 80, 43, 38, 58, 70, 77, 1, 85, 19, 17, 50, 28, 53, 13, 81, 45, 82, 6, 59, 83, 16, 15, 44, 91, 41, 72, 60, 79, 52, 20, 10, 31, 54, 37, 95, 14, 71, 96, 98, 97, 2, 64, 66, 42, 22, 35, 86, 24, 34, 87, 21, 99, 0, 88, 27, 18, 94, 11, 12, 47, 25, 30, 46, 62, 69, 36, 61, 7, 63, 75, 5, 32, 4, 51, 48, 73, 93, 39, 67, 29, 49, 57, 33]
2022-05-24 22:02:45,894 [trainer.py] => All params: 466256
2022-05-24 22:02:45,895 [trainer.py] => Trainable params: 466256
2022-05-24 22:02:45,896 [podnet.py] => Learning on 0-10
2022-05-24 22:02:45,908 [podnet.py] => Adaptive factor: 0
2022-05-24 22:02:51,404 [podnet.py] => Task 0, Epoch 1/160 (LR 0.09999) => LSC_loss 2.30, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 14.30, Test_acc 23.70
2022-05-24 23:20:48,560 [podnet.py] => Task 4, Epoch 16/20 (LR 0.00048) => LSC_loss 0.11, Spatial_loss 0.84, Flat_loss 0.09, Train_acc 99.28, Test_acc 53.96
2022-05-24 23:20:51,596 [podnet.py] => Task 4, Epoch 17/20 (LR 0.00027) => LSC_loss 0.11, Spatial_loss 0.85, Flat_loss 0.08, Train_acc 98.84, Test_acc 53.86
2022-05-24 23:20:54,737 [podnet.py] => Task 4, Epoch 18/20 (LR 0.00012) => LSC_loss 0.10, Spatial_loss 0.83, Flat_loss 0.08, Train_acc 99.48, Test_acc 53.92
2022-05-24 23:20:57,577 [podnet.py] => Task 4, Epoch 19/20 (LR 0.00003) => LSC_loss 0.11, Spatial_loss 0.85, Flat_loss 0.09, Train_acc 99.28, Test_acc 53.98
2022-05-24 23:21:00,585 [podnet.py] => Task 4, Epoch 20/20 (LR 0.00000) => LSC_loss 0.11, Spatial_loss 0.85, Flat_loss 0.08, Train_acc 99.20, Test_acc 53.90
2022-05-24 23:21:00,587 [base.py] => Reducing exemplars...(40 per classes)
2022-05-24 23:21:08,788 [base.py] => Constructing exemplars...(40 per classes)
2022-05-24 23:21:16,327 [podnet.py] => Exemplar size: 2000
2022-05-24 23:21:16,328 [trainer.py] => CNN: {'total': 53.9, '00-09': 66.9, '10-19': 31.8, '20-29': 49.6, '30-39': 48.1, '40-49': 73.1, 'old': 49.1, 'new': 73.1}
2022-05-24 23:21:16,328 [trainer.py] => NME: {'total': 52.92, '00-09': 71.6, '10-19': 28.8, '20-29': 48.4, '30-39': 47.3, '40-49': 68.5, 'old': 49.02, 'new': 68.5}
2022-05-24 23:21:16,328 [trainer.py] => CNN top1 curve: [90.7, 72.95, 65.47, 57.8, 53.9]
2022-05-24 23:21:16,328 [trainer.py] => CNN top5 curve: [99.2, 93.95, 90.1, 85.15, 81.78]
2022-05-24 23:21:16,328 [trainer.py] => NME top1 curve: [90.8, 72.05, 63.37, 55.7, 52.92]
2022-05-24 23:21:16,328 [trainer.py] => NME top5 curve: [99.3, 92.8, 88.93, 83.38, 81.2]

2022-05-24 23:21:16,329 [trainer.py] => All params: 498257
2022-05-24 23:21:16,330 [trainer.py] => Trainable params: 498257
2022-05-24 23:21:16,331 [podnet.py] => Learning on 50-60
2022-05-24 23:21:16,412 [podnet.py] => Adaptive factor: 2.449489742783178
2022-05-24 23:21:22,953 [podnet.py] => Task 5, Epoch 1/160 (LR 0.09999) => LSC_loss 2.65, Spatial_loss 2.74, Flat_loss 0.84, Train_acc 43.01, Test_acc 23.13
2022-05-24 23:21:29,221 [podnet.py] => Task 5, Epoch 2/160 (LR 0.09996) => LSC_loss 1.55, Spatial_loss 2.26, Flat_loss 0.44, Train_acc 56.00, Test_acc 29.47
2022-05-24 23:21:35,686 [podnet.py] => Task 5, Epoch 3/160 (LR 0.09991) => LSC_loss 1.39, Spatial_loss 2.12, Flat_loss 0.35, Train_acc 60.89, Test_acc 33.95
2022-05-24 23:21:41,994 [podnet.py] => Task 5, Epoch 4/160 (LR 0.09985) => LSC_loss 1.26, Spatial_loss 2.11, Flat_loss 0.32, Train_acc 64.57, Test_acc 36.13
2022-05-24 23:21:48,288 [podnet.py] => Task 5, Epoch 5/160 (LR 0.09976) => LSC_loss 1.20, Spatial_loss 2.04, Flat_loss 0.30, Train_acc 66.79, Test_acc 33.28
2022-05-24 23:21:54,471 [podnet.py] => Task 5, Epoch 6/160 (LR 0.09965) => LSC_loss 1.16, Spatial_loss 2.01, Flat_loss 0.29, Train_acc 67.26, Test_acc 35.50
2022-05-24 23:22:00,743 [podnet.py] => Task 5, Epoch 7/160 (LR 0.09953) => LSC_loss 1.07, Spatial_loss 1.96, Flat_loss 0.29, Train_acc 69.70, Test_acc 36.83
2022-05-24 23:22:07,178 [podnet.py] => Task 5, Epoch 8/160 (LR 0.09938) => LSC_loss 1.05, Spatial_loss 1.90, Flat_loss 0.28, Train_acc 71.21, Test_acc 37.98
2022-05-24 23:22:13,660 [podnet.py] => Task 5, Epoch 9/160 (LR 0.09922) => LSC_loss 1.05, Spatial_loss 2.00, Flat_loss 0.29, Train_acc 71.47, Test_acc 32.73
2022-05-24 23:22:19,693 [podnet.py] => Task 5, Epoch 10/160 (LR 0.09904) => LSC_loss 1.01, Spatial_loss 1.96, Flat_loss 0.28, Train_acc 72.31, Test_acc 36.95
2022-05-24 23:22:26,025 [podnet.py] => Task 5, Epoch 11/160 (LR 0.09884) => LSC_loss 0.97, Spatial_loss 1.95, Flat_loss 0.28, Train_acc 73.99, Test_acc 34.95
2022-05-24 23:22:32,144 [podnet.py] => Task 5, Epoch 12/160 (LR 0.09862) => LSC_loss 0.95, Spatial_loss 1.95, Flat_loss 0.28, Train_acc 74.03, Test_acc 39.17
2022-05-24 23:22:38,564 [podnet.py] => Task 5, Epoch 13/160 (LR 0.09838) => LSC_loss 0.93, Spatial_loss 1.91, Flat_loss 0.28, Train_acc 74.40, Test_acc 38.40
2022-05-24 23:22:45,209 [podnet.py] => Task 5, Epoch 14/160 (LR 0.09812) => LSC_loss 0.89, Spatial_loss 1.88, Flat_loss 0.27, Train_acc 76.33, Test_acc 37.63
2022-05-24 23:22:51,540 [podnet.py] => Task 5, Epoch 15/160 (LR 0.09785) => LSC_loss 0.90, Spatial_loss 1.93, Flat_loss 0.28, Train_acc 75.16, Test_acc 36.20
2022-05-24 23:22:58,007 [podnet.py] => Task 5, Epoch 16/160 (LR 0.09755) => LSC_loss 0.87, Spatial_loss 1.88, Flat_loss 0.28, Train_acc 75.96, Test_acc 38.95
2022-05-24 23:23:04,666 [podnet.py] => Task 5, Epoch 17/160 (LR 0.09724) => LSC_loss 0.86, Spatial_loss 1.89, Flat_loss 0.28, Train_acc 76.36, Test_acc 37.73
2022-05-24 23:23:10,774 [podnet.py] => Task 5, Epoch 18/160 (LR 0.09691) => LSC_loss 0.85, Spatial_loss 1.90, Flat_loss 0.28, Train_acc 76.57, Test_acc 36.73
2022-05-24 23:23:16,904 [podnet.py] => Task 5, Epoch 19/160 (LR 0.09656) => LSC_loss 0.81, Spatial_loss 1.84, Flat_loss 0.27, Train_acc 78.73, Test_acc 38.40
2022-05-24 23:23:22,962 [podnet.py] => Task 5, Epoch 20/160 (LR 0.09619) => LSC_loss 0.78, Spatial_loss 1.81, Flat_loss 0.27, Train_acc 78.81, Test_acc 41.47
2022-05-24 23:23:29,629 [podnet.py] => Task 5, Epoch 21/160 (LR 0.09581) => LSC_loss 0.79, Spatial_loss 1.87, Flat_loss 0.28, Train_acc 78.01, Test_acc 40.08
2022-05-24 23:23:35,811 [podnet.py] => Task 5, Epoch 22/160 (LR 0.09541) => LSC_loss 0.76, Spatial_loss 1.80, Flat_loss 0.27, Train_acc 79.60, Test_acc 40.00
2022-05-24 23:23:42,064 [podnet.py] => Task 5, Epoch 23/160 (LR 0.09499) => LSC_loss 0.77, Spatial_loss 1.87, Flat_loss 0.28, Train_acc 79.40, Test_acc 39.88
2022-05-24 23:23:48,708 [podnet.py] => Task 5, Epoch 24/160 (LR 0.09455) => LSC_loss 0.76, Spatial_loss 1.86, Flat_loss 0.28, Train_acc 79.70, Test_acc 36.58
2022-05-24 23:23:55,548 [podnet.py] => Task 5, Epoch 25/160 (LR 0.09410) => LSC_loss 0.78, Spatial_loss 1.86, Flat_loss 0.28, Train_acc 79.00, Test_acc 40.18
2022-05-24 23:24:01,902 [podnet.py] => Task 5, Epoch 26/160 (LR 0.09362) => LSC_loss 0.74, Spatial_loss 1.88, Flat_loss 0.28, Train_acc 79.93, Test_acc 41.35
2022-05-24 23:24:08,632 [podnet.py] => Task 5, Epoch 27/160 (LR 0.09314) => LSC_loss 0.73, Spatial_loss 1.82, Flat_loss 0.28, Train_acc 80.33, Test_acc 36.45
2022-05-24 23:24:14,983 [podnet.py] => Task 5, Epoch 28/160 (LR 0.09263) => LSC_loss 0.68, Spatial_loss 1.85, Flat_loss 0.27, Train_acc 81.99, Test_acc 38.43
2022-05-24 23:24:21,460 [podnet.py] => Task 5, Epoch 29/160 (LR 0.09211) => LSC_loss 0.70, Spatial_loss 1.82, Flat_loss 0.28, Train_acc 81.24, Test_acc 41.10
2022-05-24 23:24:27,929 [podnet.py] => Task 5, Epoch 30/160 (LR 0.09157) => LSC_loss 0.69, Spatial_loss 1.79, Flat_loss 0.27, Train_acc 81.46, Test_acc 37.63
2022-05-24 23:24:34,427 [podnet.py] => Task 5, Epoch 31/160 (LR 0.09102) => LSC_loss 0.68, Spatial_loss 1.83, Flat_loss 0.28, Train_acc 81.91, Test_acc 39.30
2022-05-24 23:24:40,672 [podnet.py] => Task 5, Epoch 32/160 (LR 0.09045) => LSC_loss 0.69, Spatial_loss 1.81, Flat_loss 0.28, Train_acc 81.60, Test_acc 38.95
2022-05-24 23:24:46,668 [podnet.py] => Task 5, Epoch 33/160 (LR 0.08987) => LSC_loss 0.69, Spatial_loss 1.83, Flat_loss 0.28, Train_acc 81.41, Test_acc 37.95
2022-05-24 23:24:53,146 [podnet.py] => Task 5, Epoch 34/160 (LR 0.08927) => LSC_loss 0.66, Spatial_loss 1.81, Flat_loss 0.27, Train_acc 82.41, Test_acc 40.75
2022-05-24 23:24:59,226 [podnet.py] => Task 5, Epoch 35/160 (LR 0.08865) => LSC_loss 0.65, Spatial_loss 1.85, Flat_loss 0.28, Train_acc 82.61, Test_acc 33.98
2022-05-24 23:25:05,771 [podnet.py] => Task 5, Epoch 36/160 (LR 0.08802) => LSC_loss 0.66, Spatial_loss 1.80, Flat_loss 0.28, Train_acc 82.67, Test_acc 38.17
2022-05-24 23:25:12,064 [podnet.py] => Task 5, Epoch 37/160 (LR 0.08738) => LSC_loss 0.64, Spatial_loss 1.83, Flat_loss 0.28, Train_acc 83.79, Test_acc 39.45
2022-05-24 23:25:18,578 [podnet.py] => Task 5, Epoch 38/160 (LR 0.08672) => LSC_loss 0.65, Spatial_loss 1.81, Flat_loss 0.27, Train_acc 82.79, Test_acc 35.20
2022-05-24 23:25:25,271 [podnet.py] => Task 5, Epoch 39/160 (LR 0.08604) => LSC_loss 0.65, Spatial_loss 1.79, Flat_loss 0.27, Train_acc 83.37, Test_acc 38.80
2022-05-24 23:25:31,850 [podnet.py] => Task 5, Epoch 40/160 (LR 0.08536) => LSC_loss 0.61, Spatial_loss 1.78, Flat_loss 0.27, Train_acc 84.13, Test_acc 38.70
2022-05-24 23:25:37,951 [podnet.py] => Task 5, Epoch 41/160 (LR 0.08465) => LSC_loss 0.61, Spatial_loss 1.79, Flat_loss 0.27, Train_acc 84.19, Test_acc 35.78
2022-05-24 23:25:44,363 [podnet.py] => Task 5, Epoch 42/160 (LR 0.08394) => LSC_loss 0.59, Spatial_loss 1.74, Flat_loss 0.27, Train_acc 85.06, Test_acc 43.02
2022-05-24 23:25:50,932 [podnet.py] => Task 5, Epoch 43/160 (LR 0.08321) => LSC_loss 0.59, Spatial_loss 1.79, Flat_loss 0.27, Train_acc 83.93, Test_acc 41.38
2022-05-24 23:25:57,034 [podnet.py] => Task 5, Epoch 44/160 (LR 0.08247) => LSC_loss 0.60, Spatial_loss 1.75, Flat_loss 0.28, Train_acc 83.91, Test_acc 40.48
2022-05-24 23:26:03,177 [podnet.py] => Task 5, Epoch 45/160 (LR 0.08172) => LSC_loss 0.61, Spatial_loss 1.78, Flat_loss 0.27, Train_acc 84.24, Test_acc 43.55
2022-05-24 23:26:09,231 [podnet.py] => Task 5, Epoch 46/160 (LR 0.08095) => LSC_loss 0.58, Spatial_loss 1.78, Flat_loss 0.28, Train_acc 84.56, Test_acc 41.23
2022-05-24 23:26:15,808 [podnet.py] => Task 5, Epoch 47/160 (LR 0.08018) => LSC_loss 0.57, Spatial_loss 1.72, Flat_loss 0.27, Train_acc 85.23, Test_acc 39.42
2022-05-24 23:26:22,088 [podnet.py] => Task 5, Epoch 48/160 (LR 0.07939) => LSC_loss 0.56, Spatial_loss 1.74, Flat_loss 0.27, Train_acc 85.74, Test_acc 42.00
2022-05-24 23:26:28,460 [podnet.py] => Task 5, Epoch 49/160 (LR 0.07859) => LSC_loss 0.57, Spatial_loss 1.75, Flat_loss 0.27, Train_acc 84.60, Test_acc 42.02
2022-05-24 23:26:35,249 [podnet.py] => Task 5, Epoch 50/160 (LR 0.07778) => LSC_loss 0.57, Spatial_loss 1.75, Flat_loss 0.27, Train_acc 85.13, Test_acc 42.75
2022-05-24 23:26:42,003 [podnet.py] => Task 5, Epoch 51/160 (LR 0.07696) => LSC_loss 0.55, Spatial_loss 1.70, Flat_loss 0.26, Train_acc 86.23, Test_acc 40.63
2022-05-24 23:26:48,312 [podnet.py] => Task 5, Epoch 52/160 (LR 0.07612) => LSC_loss 0.54, Spatial_loss 1.70, Flat_loss 0.26, Train_acc 86.00, Test_acc 38.85
2022-05-24 23:26:54,364 [podnet.py] => Task 5, Epoch 53/160 (LR 0.07528) => LSC_loss 0.55, Spatial_loss 1.72, Flat_loss 0.26, Train_acc 85.89, Test_acc 40.63
2022-05-24 23:27:00,419 [podnet.py] => Task 5, Epoch 54/160 (LR 0.07443) => LSC_loss 0.51, Spatial_loss 1.73, Flat_loss 0.27, Train_acc 87.01, Test_acc 41.07
2022-05-24 23:27:06,724 [podnet.py] => Task 5, Epoch 55/160 (LR 0.07357) => LSC_loss 0.50, Spatial_loss 1.66, Flat_loss 0.26, Train_acc 88.06, Test_acc 39.10
2022-05-24 23:27:12,970 [podnet.py] => Task 5, Epoch 56/160 (LR 0.07270) => LSC_loss 0.50, Spatial_loss 1.73, Flat_loss 0.27, Train_acc 87.24, Test_acc 41.25
2022-05-24 23:27:19,121 [podnet.py] => Task 5, Epoch 57/160 (LR 0.07182) => LSC_loss 0.51, Spatial_loss 1.68, Flat_loss 0.27, Train_acc 86.50, Test_acc 41.37
2022-05-24 23:27:25,758 [podnet.py] => Task 5, Epoch 58/160 (LR 0.07093) => LSC_loss 0.48, Spatial_loss 1.66, Flat_loss 0.26, Train_acc 88.21, Test_acc 39.85
2022-05-24 23:27:32,390 [podnet.py] => Task 5, Epoch 59/160 (LR 0.07004) => LSC_loss 0.51, Spatial_loss 1.64, Flat_loss 0.27, Train_acc 86.71, Test_acc 40.03
2022-05-24 23:27:38,849 [podnet.py] => Task 5, Epoch 60/160 (LR 0.06913) => LSC_loss 0.49, Spatial_loss 1.65, Flat_loss 0.26, Train_acc 88.23, Test_acc 39.38
2022-05-24 23:27:45,288 [podnet.py] => Task 5, Epoch 61/160 (LR 0.06822) => LSC_loss 0.48, Spatial_loss 1.65, Flat_loss 0.26, Train_acc 88.00, Test_acc 44.58
2022-05-24 23:27:51,571 [podnet.py] => Task 5, Epoch 62/160 (LR 0.06731) => LSC_loss 0.50, Spatial_loss 1.68, Flat_loss 0.27, Train_acc 87.79, Test_acc 41.35
2022-05-24 23:27:57,968 [podnet.py] => Task 5, Epoch 63/160 (LR 0.06638) => LSC_loss 0.49, Spatial_loss 1.67, Flat_loss 0.26, Train_acc 87.47, Test_acc 40.22
2022-05-24 23:28:04,378 [podnet.py] => Task 5, Epoch 64/160 (LR 0.06545) => LSC_loss 0.47, Spatial_loss 1.67, Flat_loss 0.26, Train_acc 88.46, Test_acc 39.47
2022-05-24 23:28:10,416 [podnet.py] => Task 5, Epoch 65/160 (LR 0.06451) => LSC_loss 0.44, Spatial_loss 1.62, Flat_loss 0.26, Train_acc 89.09, Test_acc 40.05
2022-05-24 23:28:16,940 [podnet.py] => Task 5, Epoch 66/160 (LR 0.06357) => LSC_loss 0.45, Spatial_loss 1.66, Flat_loss 0.26, Train_acc 88.89, Test_acc 41.12
2022-05-24 23:28:23,142 [podnet.py] => Task 5, Epoch 67/160 (LR 0.06262) => LSC_loss 0.44, Spatial_loss 1.64, Flat_loss 0.26, Train_acc 89.40, Test_acc 41.55
2022-05-24 23:28:29,825 [podnet.py] => Task 5, Epoch 68/160 (LR 0.06167) => LSC_loss 0.45, Spatial_loss 1.58, Flat_loss 0.26, Train_acc 89.26, Test_acc 40.18
2022-05-24 23:28:36,146 [podnet.py] => Task 5, Epoch 69/160 (LR 0.06072) => LSC_loss 0.44, Spatial_loss 1.57, Flat_loss 0.26, Train_acc 89.54, Test_acc 38.70
2022-05-24 23:28:42,478 [podnet.py] => Task 5, Epoch 70/160 (LR 0.05975) => LSC_loss 0.43, Spatial_loss 1.60, Flat_loss 0.25, Train_acc 89.54, Test_acc 42.02
2022-05-24 23:28:49,163 [podnet.py] => Task 5, Epoch 71/160 (LR 0.05879) => LSC_loss 0.45, Spatial_loss 1.60, Flat_loss 0.26, Train_acc 88.64, Test_acc 38.92
2022-05-24 23:28:55,650 [podnet.py] => Task 5, Epoch 72/160 (LR 0.05782) => LSC_loss 0.42, Spatial_loss 1.62, Flat_loss 0.26, Train_acc 90.17, Test_acc 41.35
2022-05-24 23:29:02,348 [podnet.py] => Task 5, Epoch 73/160 (LR 0.05685) => LSC_loss 0.40, Spatial_loss 1.58, Flat_loss 0.25, Train_acc 90.57, Test_acc 40.87
2022-05-24 23:29:09,070 [podnet.py] => Task 5, Epoch 74/160 (LR 0.05588) => LSC_loss 0.41, Spatial_loss 1.58, Flat_loss 0.25, Train_acc 90.00, Test_acc 39.18
2022-05-24 23:29:15,483 [podnet.py] => Task 5, Epoch 75/160 (LR 0.05490) => LSC_loss 0.43, Spatial_loss 1.58, Flat_loss 0.26, Train_acc 90.10, Test_acc 42.07
2022-05-24 23:29:22,059 [podnet.py] => Task 5, Epoch 76/160 (LR 0.05392) => LSC_loss 0.41, Spatial_loss 1.55, Flat_loss 0.25, Train_acc 90.07, Test_acc 39.30
2022-05-24 23:29:28,671 [podnet.py] => Task 5, Epoch 77/160 (LR 0.05294) => LSC_loss 0.38, Spatial_loss 1.55, Flat_loss 0.25, Train_acc 91.34, Test_acc 41.52
2022-05-24 23:29:35,231 [podnet.py] => Task 5, Epoch 78/160 (LR 0.05196) => LSC_loss 0.41, Spatial_loss 1.57, Flat_loss 0.25, Train_acc 90.39, Test_acc 45.15
2022-05-24 23:29:42,005 [podnet.py] => Task 5, Epoch 79/160 (LR 0.05098) => LSC_loss 0.38, Spatial_loss 1.52, Flat_loss 0.25, Train_acc 91.31, Test_acc 39.02
2022-05-24 23:29:48,425 [podnet.py] => Task 5, Epoch 80/160 (LR 0.05000) => LSC_loss 0.34, Spatial_loss 1.51, Flat_loss 0.24, Train_acc 92.66, Test_acc 43.30
2022-05-24 23:29:54,935 [podnet.py] => Task 5, Epoch 81/160 (LR 0.04902) => LSC_loss 0.39, Spatial_loss 1.51, Flat_loss 0.25, Train_acc 90.91, Test_acc 43.25
2022-05-24 23:30:01,412 [podnet.py] => Task 5, Epoch 82/160 (LR 0.04804) => LSC_loss 0.37, Spatial_loss 1.51, Flat_loss 0.25, Train_acc 91.53, Test_acc 40.35
2022-05-24 23:30:07,897 [podnet.py] => Task 5, Epoch 83/160 (LR 0.04706) => LSC_loss 0.38, Spatial_loss 1.49, Flat_loss 0.25, Train_acc 91.50, Test_acc 42.88
2022-05-24 23:30:14,363 [podnet.py] => Task 5, Epoch 84/160 (LR 0.04608) => LSC_loss 0.35, Spatial_loss 1.49, Flat_loss 0.25, Train_acc 91.86, Test_acc 43.13
2022-05-24 23:30:20,535 [podnet.py] => Task 5, Epoch 85/160 (LR 0.04510) => LSC_loss 0.35, Spatial_loss 1.47, Flat_loss 0.24, Train_acc 92.19, Test_acc 39.07
2022-05-24 23:30:26,942 [podnet.py] => Task 5, Epoch 86/160 (LR 0.04412) => LSC_loss 0.36, Spatial_loss 1.46, Flat_loss 0.24, Train_acc 92.14, Test_acc 40.48
2022-05-24 23:30:32,958 [podnet.py] => Task 5, Epoch 87/160 (LR 0.04315) => LSC_loss 0.33, Spatial_loss 1.44, Flat_loss 0.24, Train_acc 93.01, Test_acc 42.67
2022-05-24 23:30:39,436 [podnet.py] => Task 5, Epoch 88/160 (LR 0.04218) => LSC_loss 0.33, Spatial_loss 1.45, Flat_loss 0.24, Train_acc 92.74, Test_acc 42.57
2022-05-24 23:30:45,846 [podnet.py] => Task 5, Epoch 89/160 (LR 0.04121) => LSC_loss 0.33, Spatial_loss 1.44, Flat_loss 0.24, Train_acc 93.24, Test_acc 43.88
2022-05-24 23:30:52,102 [podnet.py] => Task 5, Epoch 90/160 (LR 0.04025) => LSC_loss 0.34, Spatial_loss 1.46, Flat_loss 0.24, Train_acc 92.17, Test_acc 44.32
2022-05-24 23:30:58,832 [podnet.py] => Task 5, Epoch 91/160 (LR 0.03928) => LSC_loss 0.33, Spatial_loss 1.45, Flat_loss 0.24, Train_acc 92.63, Test_acc 41.88
2022-05-24 23:31:05,482 [podnet.py] => Task 5, Epoch 92/160 (LR 0.03833) => LSC_loss 0.32, Spatial_loss 1.42, Flat_loss 0.24, Train_acc 93.37, Test_acc 40.18
2022-05-24 23:31:11,821 [podnet.py] => Task 5, Epoch 93/160 (LR 0.03738) => LSC_loss 0.31, Spatial_loss 1.40, Flat_loss 0.23, Train_acc 93.63, Test_acc 43.17
2022-05-24 23:31:18,754 [podnet.py] => Task 5, Epoch 94/160 (LR 0.03643) => LSC_loss 0.31, Spatial_loss 1.38, Flat_loss 0.23, Train_acc 93.61, Test_acc 40.48
2022-05-24 23:31:25,156 [podnet.py] => Task 5, Epoch 95/160 (LR 0.03549) => LSC_loss 0.30, Spatial_loss 1.37, Flat_loss 0.23, Train_acc 93.54, Test_acc 40.95
2022-05-24 23:31:31,777 [podnet.py] => Task 5, Epoch 96/160 (LR 0.03455) => LSC_loss 0.31, Spatial_loss 1.42, Flat_loss 0.23, Train_acc 93.54, Test_acc 40.80
2022-05-24 23:31:38,604 [podnet.py] => Task 5, Epoch 97/160 (LR 0.03362) => LSC_loss 0.30, Spatial_loss 1.41, Flat_loss 0.23, Train_acc 94.30, Test_acc 44.67
2022-05-24 23:31:45,094 [podnet.py] => Task 5, Epoch 98/160 (LR 0.03269) => LSC_loss 0.28, Spatial_loss 1.40, Flat_loss 0.23, Train_acc 94.50, Test_acc 40.78
2022-05-24 23:31:51,539 [podnet.py] => Task 5, Epoch 99/160 (LR 0.03178) => LSC_loss 0.29, Spatial_loss 1.36, Flat_loss 0.23, Train_acc 94.34, Test_acc 44.95
2022-05-24 23:31:58,161 [podnet.py] => Task 5, Epoch 100/160 (LR 0.03087) => LSC_loss 0.29, Spatial_loss 1.36, Flat_loss 0.23, Train_acc 93.99, Test_acc 44.10
2022-05-24 23:32:04,608 [podnet.py] => Task 5, Epoch 101/160 (LR 0.02996) => LSC_loss 0.29, Spatial_loss 1.32, Flat_loss 0.23, Train_acc 94.40, Test_acc 44.05
2022-05-24 23:32:11,092 [podnet.py] => Task 5, Epoch 102/160 (LR 0.02907) => LSC_loss 0.27, Spatial_loss 1.28, Flat_loss 0.22, Train_acc 95.07, Test_acc 43.18
2022-05-24 23:32:17,387 [podnet.py] => Task 5, Epoch 103/160 (LR 0.02818) => LSC_loss 0.26, Spatial_loss 1.31, Flat_loss 0.22, Train_acc 95.24, Test_acc 44.00
2022-05-24 23:32:23,607 [podnet.py] => Task 5, Epoch 104/160 (LR 0.02730) => LSC_loss 0.25, Spatial_loss 1.29, Flat_loss 0.22, Train_acc 95.70, Test_acc 43.78
2022-05-24 23:32:30,075 [podnet.py] => Task 5, Epoch 105/160 (LR 0.02643) => LSC_loss 0.27, Spatial_loss 1.31, Flat_loss 0.22, Train_acc 95.23, Test_acc 44.13
2022-05-24 23:32:36,224 [podnet.py] => Task 5, Epoch 106/160 (LR 0.02557) => LSC_loss 0.26, Spatial_loss 1.31, Flat_loss 0.22, Train_acc 95.26, Test_acc 42.15
2022-05-24 23:32:42,501 [podnet.py] => Task 5, Epoch 107/160 (LR 0.02472) => LSC_loss 0.25, Spatial_loss 1.24, Flat_loss 0.22, Train_acc 95.17, Test_acc 45.27
2022-05-24 23:32:48,888 [podnet.py] => Task 5, Epoch 108/160 (LR 0.02388) => LSC_loss 0.25, Spatial_loss 1.28, Flat_loss 0.22, Train_acc 95.79, Test_acc 45.98
2022-05-24 23:32:55,581 [podnet.py] => Task 5, Epoch 109/160 (LR 0.02304) => LSC_loss 0.24, Spatial_loss 1.25, Flat_loss 0.21, Train_acc 95.89, Test_acc 45.65
2022-05-24 23:33:02,058 [podnet.py] => Task 5, Epoch 110/160 (LR 0.02222) => LSC_loss 0.24, Spatial_loss 1.23, Flat_loss 0.21, Train_acc 96.24, Test_acc 44.32
2022-05-24 23:33:08,313 [podnet.py] => Task 5, Epoch 111/160 (LR 0.02141) => LSC_loss 0.23, Spatial_loss 1.25, Flat_loss 0.21, Train_acc 96.29, Test_acc 45.92
2022-05-24 23:33:14,917 [podnet.py] => Task 5, Epoch 112/160 (LR 0.02061) => LSC_loss 0.24, Spatial_loss 1.26, Flat_loss 0.22, Train_acc 95.91, Test_acc 44.23
2022-05-24 23:33:21,650 [podnet.py] => Task 5, Epoch 113/160 (LR 0.01982) => LSC_loss 0.23, Spatial_loss 1.21, Flat_loss 0.21, Train_acc 96.43, Test_acc 44.45
2022-05-24 23:33:28,130 [podnet.py] => Task 5, Epoch 114/160 (LR 0.01905) => LSC_loss 0.23, Spatial_loss 1.20, Flat_loss 0.21, Train_acc 96.24, Test_acc 45.10
2022-05-24 23:33:34,721 [podnet.py] => Task 5, Epoch 115/160 (LR 0.01828) => LSC_loss 0.23, Spatial_loss 1.17, Flat_loss 0.21, Train_acc 96.09, Test_acc 43.48
2022-05-24 23:33:41,216 [podnet.py] => Task 5, Epoch 116/160 (LR 0.01753) => LSC_loss 0.21, Spatial_loss 1.16, Flat_loss 0.21, Train_acc 96.90, Test_acc 46.20
2022-05-24 23:33:47,661 [podnet.py] => Task 5, Epoch 117/160 (LR 0.01679) => LSC_loss 0.22, Spatial_loss 1.18, Flat_loss 0.20, Train_acc 96.76, Test_acc 45.73
